model,pretrained,corruption,severity,prompt_id,prompt_template,method,n_samples,accuracy,ece,nll,brier,aurc,risk_at_80,elapsed_seconds,seed
ViT-B-32,openai,snow,1,p05,the main subject in this image is {label}.,single,10000,0.8456,0.10819615542292592,0.5309193576981567,0.24052330678490222,0.037283404703159786,0.071375,16.3764,20260723
ViT-B-32,openai,snow,1,p06,the object depicted here is {label}.,single,10000,0.8416,0.1330179517313838,0.5764984828083433,0.2544276002763758,0.03793858164998972,0.07875,16.3764,20260723
ViT-B-32,openai,snow,1,p07,a visual representation of {label}.,single,10000,0.8337,0.10973189113289117,0.5829231844957148,0.2585257393723104,0.042840690437999096,0.083625,16.3764,20260723
ViT-B-32,openai,snow,1,p08,an example image of the class {label}.,single,10000,0.8227,0.12115379639416933,0.648920232325037,0.2886595004061136,0.05330486239400509,0.0955,16.3764,20260723
ViT-B-32,openai,snow,1,p09,this picture contains {label}.,single,10000,0.8435,0.10097112983763218,0.5403101741104026,0.24427515095393146,0.041158984110911276,0.07525,16.3764,20260723
ViT-B-32,openai,snow,1,p10,a natural image containing {label}.,single,10000,0.8373,0.05565411379188297,0.5274820158768433,0.24147724707811194,0.04111477315739736,0.077,16.3764,20260723
ViT-B-32,openai,snow,1,p11,"{label}, shown in a photograph.",single,10000,0.85,0.07735449046790603,0.5027860279525007,0.23335010962041414,0.03929806211982258,0.0775,16.3764,20260723
ViT-B-32,openai,snow,1,ensemble,mean probability across all frozen prompts,ensemble,10000,0.8571,0.10776556543856858,0.5088854414891776,0.22850282023398663,0.03445670859119601,0.067625,16.3764,20260723
ViT-B-32,openai,snow,2,p00,a photo of a {label}.,single,10000,0.7733,0.03919996318817138,0.6707839349294435,0.30934678476063543,0.0615961833190374,0.125375,16.1407,20260723
ViT-B-32,openai,snow,2,p01,a photograph depicting {label}.,single,10000,0.7981,0.08366231116354465,0.6418576504206005,0.2955490508147583,0.05621432095044479,0.114,16.1407,20260723
ViT-B-32,openai,snow,2,p02,an image of the object {label}.,single,10000,0.7967,0.11446186951249838,0.6825949330323968,0.30709013517562406,0.057699705556291496,0.112125,16.1407,20260723
ViT-B-32,openai,snow,2,p03,a picture showing {label}.,single,10000,0.7893,0.05567465396225453,0.6369900118241907,0.2966608175551564,0.05758006841882035,0.11775,16.1407,20260723
ViT-B-32,openai,snow,2,p04,this image shows {label}.,single,10000,0.7832,0.05544908813685179,0.645595625877161,0.29961735032241893,0.057919219535694615,0.11825,16.1407,20260723
ViT-B-32,openai,snow,2,p05,the main subject in this image is {label}.,single,10000,0.7794,0.09880422210544348,0.6945769287694619,0.31529148147004316,0.06094108074848756,0.1225,16.1407,20260723
ViT-B-32,openai,snow,2,p06,the object depicted here is {label}.,single,10000,0.7793,0.13205005364865063,0.7459099894318666,0.329664506301098,0.0615716204142741,0.124875,16.1407,20260723
ViT-B-32,openai,snow,2,p07,a visual representation of {label}.,single,10000,0.7667,0.1035835908576846,0.7483455855537995,0.3335233792951083,0.06833511896606871,0.133,16.1407,20260723
ViT-B-32,openai,snow,2,p08,an example image of the class {label}.,single,10000,0.7613,0.11721297844946385,0.8179134742306797,0.36017539892384676,0.07890107824441031,0.142875,16.1407,20260723
ViT-B-32,openai,snow,2,p09,this picture contains {label}.,single,10000,0.7786,0.09360313646346333,0.6986508408337626,0.314700820105479,0.06202566456995996,0.1225,16.1407,20260723
ViT-B-32,openai,snow,2,p10,a natural image containing {label}.,single,10000,0.7718,0.046543030914664274,0.6899633544405598,0.3142065638295546,0.0639138675750003,0.12975,16.1407,20260723
ViT-B-32,openai,snow,2,p11,"{label}, shown in a photograph.",single,10000,0.7911,0.08166352322101593,0.6657832141867824,0.307734596695656,0.06355845261936681,0.124,16.1407,20260723
ViT-B-32,openai,snow,2,ensemble,mean probability across all frozen prompts,ensemble,10000,0.7966,0.10906508279442785,0.6682972370535186,0.30152020918288824,0.05570779036198668,0.109625,16.1407,20260723
ViT-B-32,openai,snow,3,p00,a photo of a {label}.,single,10000,0.7701,0.03787110248059032,0.6861364906215514,0.31635079061369936,0.06440816062198947,0.129875,16.1349,20260723
ViT-B-32,openai,snow,3,p01,a photograph depicting {label}.,single,10000,0.7939,0.08694165115952493,0.6585233276229016,0.30228507038159064,0.05895141442361962,0.117125,16.1349,20260723
ViT-B-32,openai,snow,3,p02,an image of the object {label}.,single,10000,0.7924,0.1169144734457135,0.6943852587948551,0.3127087840389798,0.059597926111768666,0.119125,16.1349,20260723
ViT-B-32,openai,snow,3,p03,a picture showing {label}.,single,10000,0.7871,0.05796614542007446,0.6507291956719949,0.3028596900414671,0.05993745918808129,0.123625,16.1349,20260723
ViT-B-32,openai,snow,3,p04,this image shows {label}.,single,10000,0.7786,0.05477082376629115,0.6602536099348993,0.3066698876740335,0.06151305500733358,0.126,16.1349,20260723
ViT-B-32,openai,snow,3,p05,the main subject in this image is {label}.,single,10000,0.7737,0.09884045394212007,0.7115507203462295,0.3234753219908963,0.0654187931807996,0.13175,16.1349,20260723
ViT-B-32,openai,snow,3,p06,the object depicted here is {label}.,single,10000,0.7706,0.13044532895758745,0.7646537110135314,0.33850850734710736,0.06591550757641275,0.134625,16.1349,20260723
ViT-B-32,openai,snow,3,p07,a visual representation of {label}.,single,10000,0.7669,0.11083658497631553,0.7663777640373659,0.34117856204008523,0.07090558893012616,0.138,16.1349,20260723
ViT-B-32,openai,snow,3,p08,an example image of the class {label}.,single,10000,0.7554,0.11692914323955772,0.8351325873749589,0.36847611121328416,0.08227109123723049,0.14975,16.1349,20260723
ViT-B-32,openai,snow,3,p09,this picture contains {label}.,single,10000,0.774,0.09465524593442674,0.721891888812371,0.32647061702720326,0.06843819246376728,0.135,16.1349,20260723
ViT-B-32,openai,snow,3,p10,a natural image containing {label}.,single,10000,0.7689,0.04981542249172924,0.7129626979262835,0.32423482373563783,0.06919372327132635,0.137,16.1349,20260723
ViT-B-32,openai,snow,3,p11,"{label}, shown in a photograph.",single,10000,0.7857,0.08266581671535969,0.6805148727721466,0.31420168215934435,0.06554588692712565,0.130125,16.1349,20260723
ViT-B-32,openai,snow,3,ensemble,mean probability across all frozen prompts,ensemble,10000,0.7927,0.11100558329373597,0.6843147631844234,0.3088710846419502,0.058879348086843086,0.1195,16.1349,20260723
ViT-B-32,openai,snow,4,p00,a photo of a {label}.,single,10000,0.7349,0.026705487264692768,0.7765835471471576,0.35431906062207974,0.08038211906351174,0.164875,16.1043,20260723
ViT-B-32,openai,snow,4,p01,a photograph depicting {label}.,single,10000,0.7589,0.07865353255718949,0.745441732142056,0.34111129869532114,0.07471971966210131,0.1485,16.1043,20260723
ViT-B-32,openai,snow,4,p02,an image of the object {label}.,single,10000,0.7547,0.10354223286211492,0.7857369301782063,0.35343098419608987,0.07790231540819424,0.147,16.1043,20260723
ViT-B-32,openai,snow,4,p03,a picture showing {label}.,single,10000,0.7498,0.04680988051295281,0.7396666388618958,0.34189309839050397,0.07570550931503428,0.154125,16.1043,20260723
ViT-B-32,openai,snow,4,p04,this image shows {label}.,single,10000,0.7446,0.04711345829367637,0.7457162316483017,0.34356651674218214,0.07623394882025146,0.157875,16.1043,20260723
ViT-B-32,openai,snow,4,p05,the main subject in this image is {label}.,single,10000,0.7373,0.08725267449989912,0.7956675091404062,0.35909870085471773,0.08015653678696709,0.161625,16.1043,20260723
ViT-B-32,openai,snow,4,p06,the object depicted here is {label}.,single,10000,0.7356,0.1208392902955413,0.8495212200077585,0.3737116200614915,0.08107329044975606,0.163375,16.1043,20260723
ViT-B-32,openai,snow,4,p07,a visual representation of {label}.,single,10000,0.7315,0.10169979405850174,0.853443721221363,0.378414973716451,0.08788679270904505,0.170625,16.1043,20260723
ViT-B-32,openai,snow,4,p08,an example image of the class {label}.,single,10000,0.7209,0.10467842797785998,0.9297832536659906,0.40664062906184417,0.10228137086698173,0.1815,16.1043,20260723
ViT-B-32,openai,snow,4,p09,this picture contains {label}.,single,10000,0.7357,0.08185924519449472,0.8043274828110664,0.36104127724443913,0.08240166977998743,0.16325,16.1043,20260723
ViT-B-32,openai,snow,4,p10,a natural image containing {label}.,single,10000,0.7339,0.03909194896668195,0.7999792912852296,0.36031178392092045,0.08326754989750847,0.168875,16.1043,20260723
ViT-B-32,openai,snow,4,p11,"{label}, shown in a photograph.",single,10000,0.752,0.07502378929555416,0.7695917493668943,0.3536424865054243,0.08285545313798275,0.157625,16.1043,20260723
ViT-B-32,openai,snow,4,ensemble,mean probability across all frozen prompts,ensemble,10000,0.7573,0.10153477284908295,0.7689059009093213,0.34603231450702665,0.07449930968046325,0.150625,16.1043,20260723
ViT-B-32,openai,snow,5,p00,a photo of a {label}.,single,10000,0.7089,0.040143267446756364,0.8562486156384599,0.3872922327361198,0.09326869637251159,0.186875,16.1801,20260723
ViT-B-32,openai,snow,5,p01,a photograph depicting {label}.,single,10000,0.7364,0.0961819479547441,0.8266286156067927,0.37460879342720166,0.08577575416516513,0.169125,16.1801,20260723
ViT-B-32,openai,snow,5,p02,an image of the object {label}.,single,10000,0.7322,0.12085845096111297,0.86893172187581,0.38847470967208575,0.09000854812879124,0.17175,16.1801,20260723
ViT-B-32,openai,snow,5,p03,a picture showing {label}.,single,10000,0.7256,0.06214052433073521,0.8170249009591102,0.3744517189886331,0.08797031305631665,0.175125,16.1801,20260723
ViT-B-32,openai,snow,5,p04,this image shows {label}.,single,10000,0.7184,0.05718576183319094,0.8227593553994459,0.3764723698427234,0.0888036805613899,0.179125,16.1801,20260723
ViT-B-32,openai,snow,5,p05,the main subject in this image is {label}.,single,10000,0.7099,0.09629559249728915,0.8767030550280637,0.3943255535834387,0.0933163220963149,0.185125,16.1801,20260723
ViT-B-32,openai,snow,5,p06,the object depicted here is {label}.,single,10000,0.7152,0.1397936688475311,0.9297234912768861,0.4077621086470263,0.09227199934312798,0.183125,16.1801,20260723
ViT-B-32,openai,snow,5,p07,a visual representation of {label}.,single,10000,0.7091,0.11684204032868149,0.9297907415949883,0.41063667095141826,0.09861249123377898,0.189625,16.1801,20260723
ViT-B-32,openai,snow,5,p08,an example image of the class {label}.,single,10000,0.6855,0.10704431570917369,1.0277831272424585,0.4440764477180608,0.11803874125329268,0.21325,16.1801,20260723
ViT-B-32,openai,snow,5,p09,this picture contains {label}.,single,10000,0.718,0.10037730727791787,0.8780279819671061,0.39139986944574684,0.09134875055571988,0.181625,16.1801,20260723
ViT-B-32,openai,snow,5,p10,a natural image containing {label}.,single,10000,0.7159,0.057850216485559956,0.8627900168592001,0.3855299999732012,0.09237797398580447,0.186375,16.1801,20260723
ViT-B-32,openai,snow,5,p11,"{label}, shown in a photograph.",single,10000,0.7273,0.09017287758737799,0.8501364887860272,0.38689156737795444,0.09441145567030129,0.18,16.1801,20260723
ViT-B-32,openai,snow,5,ensemble,mean probability across all frozen prompts,ensemble,10000,0.7358,0.11886155675649641,0.8451474790348377,0.3786585287868355,0.084834444223949,0.169125,16.1801,20260723
ViT-B-32,openai,frost,1,p00,a photo of a {label}.,single,10000,0.847,0.04854312050044537,0.47251677873495246,0.21972801675944706,0.03202717991211164,0.062625,16.262,20260723
ViT-B-32,openai,frost,1,p01,a photograph depicting {label}.,single,10000,0.8624,0.08231921271085743,0.4550548675853979,0.20802601368767346,0.028986273882217,0.055625,16.262,20260723
ViT-B-32,openai,frost,1,p02,an image of the object {label}.,single,10000,0.8615,0.11002783370167017,0.4963633612724976,0.2220549080340181,0.032063758333656975,0.06125,16.262,20260723
ViT-B-32,openai,frost,1,p03,a picture showing {label}.,single,10000,0.857,0.05764417086988689,0.448568825180155,0.21029429329004065,0.029822859948320513,0.06075,16.262,20260723
ViT-B-32,openai,frost,1,p04,this image shows {label}.,single,10000,0.8593,0.068048888592422,0.45410582740663175,0.21054585576019993,0.029061238261606,0.05625,16.262,20260723
ViT-B-32,openai,frost,1,p05,the main subject in this image is {label}.,single,10000,0.8547,0.11155834655910732,0.5092923425047692,0.22894901519358551,0.03167027705194344,0.060625,16.262,20260723
ViT-B-32,openai,frost,1,p06,the object depicted here is {label}.,single,10000,0.8507,0.13931150467693806,0.5549478131995472,0.24261502763158155,0.03241289952631204,0.065875,16.262,20260723
ViT-B-32,openai,frost,1,p07,a visual representation of {label}.,single,10000,0.8464,0.1172842237621546,0.5504603487654252,0.24292876312259787,0.03564588035283631,0.07125,16.262,20260723
ViT-B-32,openai,frost,1,p08,an example image of the class {label}.,single,10000,0.8314,0.12778791515529156,0.6297476638528569,0.27926459665636605,0.04850371661320393,0.087125,16.262,20260723
ViT-B-32,openai,frost,1,p09,this picture contains {label}.,single,10000,0.8556,0.10782421995550395,0.5050966242143196,0.22541293964302986,0.031847696142066284,0.05675,16.262,20260723
ViT-B-32,openai,frost,1,p10,a natural image containing {label}.,single,10000,0.8511,0.06709959558248518,0.49028415193724634,0.2212907330938739,0.03178573865956472,0.060375,16.262,20260723
ViT-B-32,openai,frost,1,p11,"{label}, shown in a photograph.",single,10000,0.8579,0.07920086946636438,0.47622132435514447,0.22133958244800475,0.03428108024503032,0.06875,16.262,20260723
ViT-B-32,openai,frost,1,ensemble,mean probability across all frozen prompts,ensemble,10000,0.865,0.11143375322371721,0.481935129583051,0.21459915369580557,0.028595391624827864,0.054625,16.262,20260723
ViT-B-32,openai,frost,2,p00,a photo of a {label}.,single,10000,0.8122,0.05139480371177201,0.573350581436117,0.2660595401210303,0.04483042511620795,0.09375,16.0686,20260723
ViT-B-32,openai,frost,2,p01,a photograph depicting {label}.,single,10000,0.8344,0.0983598336994648,0.5543850217333106,0.2530391587029186,0.03951182074224609,0.0815,16.0686,20260723
ViT-B-32,openai,frost,2,p02,an image of the object {label}.,single,10000,0.8282,0.12018042886108156,0.5976892150179581,0.2681386989517244,0.04367566706893111,0.08575,16.0686,20260723
ViT-B-32,openai,frost,2,p03,a picture showing {label}.,single,10000,0.8234,0.06630295270383357,0.5478107262042462,0.255693386420716,0.042001211012896195,0.08675,16.0686,20260723
ViT-B-32,openai,frost,2,p04,this image shows {label}.,single,10000,0.8228,0.07120626836419103,0.5537173697661061,0.2561779254772179,0.040921893242709985,0.085,16.0686,20260723
ViT-B-32,openai,frost,2,p05,the main subject in this image is {label}.,single,10000,0.8159,0.11384571407437324,0.6131183910459025,0.2764997383344858,0.044349972154830816,0.091875,16.0686,20260723
ViT-B-32,openai,frost,2,p06,the object depicted here is {label}.,single,10000,0.8173,0.15102410550713538,0.6611556223154488,0.2901949229449838,0.044225030541208805,0.093,16.0686,20260723
ViT-B-32,openai,frost,2,p07,a visual representation of {label}.,single,10000,0.8138,0.12770820360481738,0.6539517742953885,0.2897170025354284,0.047724113901800674,0.0965,16.0686,20260723
ViT-B-32,openai,frost,2,p08,an example image of the class {label}.,single,10000,0.7945,0.13224475147128104,0.7427699258797438,0.32851733453233567,0.06473917060081184,0.11525,16.0686,20260723
ViT-B-32,openai,frost,2,p09,this picture contains {label}.,single,10000,0.8223,0.11550408006757497,0.6059544276126786,0.2707734094853633,0.04277434046143288,0.0835,16.0686,20260723
ViT-B-32,openai,frost,2,p10,a natural image containing {label}.,single,10000,0.8179,0.07384047321975229,0.5908748876909322,0.26549206683722343,0.04327757736619025,0.091375,16.0686,20260723
ViT-B-32,openai,frost,2,p11,"{label}, shown in a photograph.",single,10000,0.8235,0.08796604293733834,0.5766882867029259,0.2669276905859541,0.047042004528431734,0.097875,16.0686,20260723
ViT-B-32,openai,frost,2,ensemble,mean probability across all frozen prompts,ensemble,10000,0.8343,0.12314961050599812,0.5807997296196542,0.2598121613205752,0.039281430937967265,0.081,16.0686,20260723
ViT-B-32,openai,frost,3,p00,a photo of a {label}.,single,10000,0.7675,0.05015873501449824,0.6875952029576518,0.3182890282200077,0.06410895686312504,0.13425,16.2587,20260723
ViT-B-32,openai,frost,3,p01,a photograph depicting {label}.,single,10000,0.7957,0.10673580688685182,0.6697848279093734,0.3056359036402323,0.057914268535439524,0.11675,16.2587,20260723
ViT-B-32,openai,frost,3,p02,an image of the object {label}.,single,10000,0.7862,0.12572027552425863,0.7171292257706461,0.32225470399502065,0.06270335432674619,0.122875,16.2587,20260723
ViT-B-32,openai,frost,3,p03,a picture showing {label}.,single,10000,0.7847,0.07308446614295243,0.6607732108977757,0.30717336681033974,0.06058879392740819,0.123,16.2587,20260723
ViT-B-32,openai,frost,3,p04,this image shows {label}.,single,10000,0.7799,0.07338987007588149,0.6692131465139423,0.3083111225768412,0.05938668090859848,0.123875,16.2587,20260723
ViT-B-32,openai,frost,3,p05,the main subject in this image is {label}.,single,10000,0.769,0.11165177485942841,0.7334054377404206,0.3306516979747239,0.06379649193549845,0.130375,16.2587,20260723
ViT-B-32,openai,frost,3,p06,the object depicted here is {label}.,single,10000,0.7737,0.15425444844216107,0.7828216802862862,0.3438649901164946,0.06368703510868506,0.1305,16.2587,20260723
ViT-B-32,openai,frost,3,p07,a visual representation of {label}.,single,10000,0.7648,0.12547213336825372,0.7716412358824623,0.3425370751266019,0.06780997311414277,0.136375,16.2587,20260723
ViT-B-32,openai,frost,3,p08,an example image of the class {label}.,single,10000,0.7494,0.13084489937275648,0.8681562624420727,0.3835297246503089,0.08885143765188117,0.15675,16.2587,20260723
ViT-B-32,openai,frost,3,p09,this picture contains {label}.,single,10000,0.7765,0.11521568168997764,0.7239979335104075,0.3236038943439623,0.06117006829211331,0.12325,16.2587,20260723
ViT-B-32,openai,frost,3,p10,a natural image containing {label}.,single,10000,0.7779,0.07655696947574615,0.7052628460818452,0.31568973075988876,0.06002252852090718,0.124125,16.2587,20260723
ViT-B-32,openai,frost,3,p11,"{label}, shown in a photograph.",single,10000,0.7857,0.09817212144583465,0.6943034770965291,0.319953644574388,0.06603001242594705,0.128625,16.2587,20260723
ViT-B-32,openai,frost,3,ensemble,mean probability across all frozen prompts,ensemble,10000,0.7924,0.12826438069641588,0.6947898631827899,0.31198927439209917,0.0571098429606648,0.116625,16.2587,20260723
ViT-B-32,openai,frost,4,p00,a photo of a {label}.,single,10000,0.7645,0.05382897030115128,0.692982259965313,0.31973101255947284,0.06498735891857767,0.131375,16.1489,20260723
ViT-B-32,openai,frost,4,p01,a photograph depicting {label}.,single,10000,0.794,0.10596890247166155,0.6734603599241676,0.30717745524096585,0.05790159506162308,0.115625,16.1489,20260723
ViT-B-32,openai,frost,4,p02,an image of the object {label}.,single,10000,0.7873,0.12904407043755053,0.7212508693604894,0.3233995084787242,0.0627909673624104,0.121875,16.1489,20260723
ViT-B-32,openai,frost,4,p03,a picture showing {label}.,single,10000,0.7826,0.07440849283784629,0.6645172803362887,0.308660755789513,0.06121125461347333,0.123875,16.1489,20260723
ViT-B-32,openai,frost,4,p04,this image shows {label}.,single,10000,0.7792,0.07541179251819849,0.6726748147920258,0.3099091812183446,0.06018500733535682,0.121375,16.1489,20260723
ViT-B-32,openai,frost,4,p05,the main subject in this image is {label}.,single,10000,0.7667,0.11005332939475773,0.7362251464401471,0.33248553177049356,0.0653764173644939,0.132875,16.1489,20260723
ViT-B-32,openai,frost,4,p06,the object depicted here is {label}.,single,10000,0.7745,0.15544618895351886,0.7884823866654426,0.34736536463792916,0.06538482600366816,0.131875,16.1489,20260723
ViT-B-32,openai,frost,4,p07,a visual representation of {label}.,single,10000,0.7655,0.12661305245310067,0.774675980408427,0.34376772508268555,0.06867740893418567,0.1355,16.1489,20260723
ViT-B-32,openai,frost,4,p08,an example image of the class {label}.,single,10000,0.7461,0.12932037147730588,0.8676822189058774,0.38295295233668214,0.08839820280029625,0.15375,16.1489,20260723
ViT-B-32,openai,frost,4,p09,this picture contains {label}.,single,10000,0.7754,0.11485016327351333,0.7286477783366583,0.32647324514112314,0.06274371543770675,0.123375,16.1489,20260723
ViT-B-32,openai,frost,4,p10,a natural image containing {label}.,single,10000,0.7738,0.07418949872851371,0.7107692681818444,0.3184633615495088,0.061741045467183536,0.126375,16.1489,20260723
ViT-B-32,openai,frost,4,p11,"{label}, shown in a photograph.",single,10000,0.7837,0.09754352054595947,0.6968458646207366,0.3213796452604906,0.06663986532352474,0.128125,16.1489,20260723
ViT-B-32,openai,frost,4,ensemble,mean probability across all frozen prompts,ensemble,10000,0.7931,0.13051167315244674,0.6991143120360068,0.31384730497886093,0.05746706764345182,0.114,16.1489,20260723
ViT-B-32,openai,frost,5,p00,a photo of a {label}.,single,10000,0.7231,0.05098003306090832,0.8015167537659484,0.36568708633374636,0.08274367313695048,0.17025,16.1139,20260723
ViT-B-32,openai,frost,5,p01,a photograph depicting {label}.,single,10000,0.7565,0.10945920771062377,0.7826448705320157,0.3544295116706079,0.07610230457366687,0.15125,16.1139,20260723
ViT-B-32,openai,frost,5,p02,an image of the object {label}.,single,10000,0.7494,0.13340694728791713,0.8361588248667129,0.37163067214865275,0.08161147266979565,0.154,16.1139,20260723
ViT-B-32,openai,frost,5,p03,a picture showing {label}.,single,10000,0.7448,0.0776999534398317,0.7700040156943101,0.35359703999958847,0.07785897230615499,0.1575,16.1139,20260723
ViT-B-32,openai,frost,5,p04,this image shows {label}.,single,10000,0.7383,0.07277835426926614,0.7810132610017477,0.35551082849942417,0.07744118493841153,0.159625,16.1139,20260723
ViT-B-32,openai,frost,5,p05,the main subject in this image is {label}.,single,10000,0.7212,0.10404344005435703,0.8449027617982725,0.37815660535208573,0.08382431352440076,0.17225,16.1139,20260723
ViT-B-32,openai,frost,5,p06,the object depicted here is {label}.,single,10000,0.7326,0.15380605298206207,0.9014912854221737,0.39393442601424683,0.08270677631096161,0.16575,16.1139,20260723
ViT-B-32,openai,frost,5,p07,a visual representation of {label}.,single,10000,0.723,0.12381870559900997,0.881536559285285,0.3894843994820806,0.08708219765490162,0.171875,16.1139,20260723
ViT-B-32,openai,frost,5,p08,an example image of the class {label}.,single,10000,0.7076,0.1286169180840254,0.9848379761855922,0.43064841017042527,0.10968974751460955,0.192625,16.1139,20260723
ViT-B-32,openai,frost,5,p09,this picture contains {label}.,single,10000,0.7316,0.11077405380457638,0.8430598206107219,0.3728329088857604,0.07933865244361497,0.160375,16.1139,20260723
ViT-B-32,openai,frost,5,p10,a natural image containing {label}.,single,10000,0.7315,0.06883291243016722,0.8200375643194937,0.36341968677711245,0.07813236801399567,0.163625,16.1139,20260723
ViT-B-32,openai,frost,5,p11,"{label}, shown in a photograph.",single,10000,0.7431,0.10015770868211986,0.8058978568900531,0.3679953840722885,0.08531238585131937,0.16775,16.1139,20260723
ViT-B-32,openai,frost,5,ensemble,mean probability across all frozen prompts,ensemble,10000,0.7522,0.12990975241065025,0.8063870137883987,0.3595800501993659,0.07427030636572658,0.151125,16.1139,20260723
ViT-B-32,openai,fog,1,p00,a photo of a {label}.,single,10000,0.8752,0.049491508600115766,0.3940757272407241,0.18161907646150538,0.021965428061860706,0.040375,16.3929,20260723
ViT-B-32,openai,fog,1,p01,a photograph depicting {label}.,single,10000,0.8877,0.08073014127761129,0.38414127785982366,0.17288794010730943,0.019915467692836038,0.035625,16.3929,20260723
ViT-B-32,openai,fog,1,p02,an image of the object {label}.,single,10000,0.8888,0.11256774490922694,0.4302607571960605,0.18919425492835412,0.023515355042253914,0.041375,16.3929,20260723
ViT-B-32,openai,fog,1,p03,a picture showing {label}.,single,10000,0.8846,0.05838969030827281,0.3741891041856931,0.17283921302936034,0.02009967204911533,0.0375,16.3929,20260723
ViT-B-32,openai,fog,1,p04,this image shows {label}.,single,10000,0.886,0.06680984321534633,0.3800651298333814,0.17353859435348268,0.020088741378612614,0.036625,16.3929,20260723
ViT-B-32,openai,fog,1,p05,the main subject in this image is {label}.,single,10000,0.8844,0.113797760514915,0.4304349807324126,0.18993304395519334,0.0217466193808583,0.039625,16.3929,20260723
ViT-B-32,openai,fog,1,p06,the object depicted here is {label}.,single,10000,0.8779,0.13820626974701886,0.47925332316991737,0.20579165636164856,0.023219530671560837,0.04575,16.3929,20260723
ViT-B-32,openai,fog,1,p07,a visual representation of {label}.,single,10000,0.8713,0.1161335903629661,0.4761746487455299,0.20688092671933855,0.025297111350166337,0.047375,16.3929,20260723
ViT-B-32,openai,fog,1,p08,an example image of the class {label}.,single,10000,0.8643,0.1274651220500469,0.5307934482098928,0.2350299092936963,0.03413271419597687,0.061125,16.3929,20260723
ViT-B-32,openai,fog,1,p09,this picture contains {label}.,single,10000,0.8767,0.10363126575648784,0.44120899650288337,0.1947626540854435,0.02445483576442408,0.042375,16.3929,20260723
ViT-B-32,openai,fog,1,p10,a natural image containing {label}.,single,10000,0.8758,0.06566283136010173,0.4174483672423017,0.18705198897039535,0.023100840606252022,0.04275,16.3929,20260723
ViT-B-32,openai,fog,1,p11,"{label}, shown in a photograph.",single,10000,0.882,0.07703067804425953,0.39991098737549047,0.18332482671908187,0.023300956745355997,0.045,16.3929,20260723
ViT-B-32,openai,fog,1,ensemble,mean probability across all frozen prompts,ensemble,10000,0.8902,0.10827448744326827,0.41037498519458876,0.17928728540788813,0.01984103083604687,0.0365,16.3929,20260723
ViT-B-32,openai,fog,2,p00,a photo of a {label}.,single,10000,0.8572,0.053275696048140524,0.44230625141911717,0.203736277960245,0.02657908743557408,0.052,15.9675,20260723
ViT-B-32,openai,fog,2,p01,a photograph depicting {label}.,single,10000,0.8746,0.09128394562751052,0.4354776144683838,0.1962732406326777,0.024227494118065667,0.0465,15.9675,20260723
ViT-B-32,openai,fog,2,p02,an image of the object {label}.,single,10000,0.8683,0.1174165796816349,0.48674881108973067,0.2159164201118884,0.02946385536623634,0.054375,15.9675,20260723
ViT-B-32,openai,fog,2,p03,a picture showing {label}.,single,10000,0.8677,0.06446939256340264,0.4219789317340303,0.1953839174456688,0.024727471896295792,0.049625,15.9675,20260723
ViT-B-32,openai,fog,2,p04,this image shows {label}.,single,10000,0.8672,0.07041154000461103,0.42877062854721953,0.19656809040068912,0.024742880661289973,0.048625,15.9675,20260723
ViT-B-32,openai,fog,2,p05,the main subject in this image is {label}.,single,10000,0.8651,0.11818834770172837,0.48291689613271,0.21427603401638298,0.02665836420581736,0.052625,15.9675,20260723
ViT-B-32,openai,fog,2,p06,the object depicted here is {label}.,single,10000,0.8575,0.14366438001543286,0.5407352308104345,0.23410111566318473,0.029570741429841427,0.060125,15.9675,20260723
ViT-B-32,openai,fog,2,p07,a visual representation of {label}.,single,10000,0.8532,0.1232083384215832,0.5309641649840061,0.2316389766538999,0.030195114394773567,0.059875,15.9675,20260723
ViT-B-32,openai,fog,2,p08,an example image of the class {label}.,single,10000,0.8517,0.13188168940246103,0.5718123119999531,0.2530113844014516,0.038654629509350794,0.071625,15.9675,20260723
ViT-B-32,openai,fog,2,p09,this picture contains {label}.,single,10000,0.8586,0.10910584555268286,0.49781070510755,0.220037042070293,0.02919643333293582,0.053875,15.9675,20260723
ViT-B-32,openai,fog,2,p10,a natural image containing {label}.,single,10000,0.8587,0.07124114526212215,0.4701919563768368,0.2110804072665479,0.02808119868699254,0.05525,15.9675,20260723
ViT-B-32,openai,fog,2,p11,"{label}, shown in a photograph.",single,10000,0.8659,0.08366849226802588,0.44789872197717157,0.20505799738298874,0.027729606609080446,0.056375,15.9675,20260723
ViT-B-32,openai,fog,2,ensemble,mean probability across all frozen prompts,ensemble,10000,0.8741,0.11636569191068412,0.46044872182616875,0.20244964519649322,0.023950299858444424,0.047,15.9675,20260723
ViT-B-32,openai,fog,3,p00,a photo of a {label}.,single,10000,0.8326,0.05591853771656753,0.5140488549291071,0.23688971821364865,0.03510392180012606,0.069875,16.0747,20260723
ViT-B-32,openai,fog,3,p01,a photograph depicting {label}.,single,10000,0.8483,0.09442245646268127,0.5070655226914439,0.2298764668954181,0.03296994632709853,0.064625,16.0747,20260723
ViT-B-32,openai,fog,3,p02,an image of the object {label}.,single,10000,0.8445,0.12305775328874587,0.5600667366656831,0.25022970044535275,0.038814713500591916,0.071125,16.0747,20260723
